Line ID,Item,Item Code,Size,Category,Date,Time,Day of Week,Hour,Order Date,Qty,Item Price,Item Tax,Discount,Order #,Invoice #,Order Type,Table #,Payment Type,Order Subtotal,Order Tax,Order Tips,Order Total,Order Employee,Payment Employee
34233,Fried Roll,28,,Appetizer,2026-08-23,18:54:35,Sunday,18,8/23/2026 6:54 PM,1,3.25,0.33,0.00,96,197150,TO GO,,Credit Card,104.94,10.70,17.35,132.99,Cashier,Cashier
34234,Chicken,18,Large,pho,2026-08-23,18:54:35,Sunday,18,8/23/2026 6:54 PM,1,15.99,1.63,0.00,96,197150,TO GO,,Credit Card,104.94,10.70,17.35,132.99,Cashier,Cashier
34235,Pork Fried Rice,F2,,Fried Rice,2026-08-23,18:54:35,Sunday,18,8/23/2026 6:54 PM,1,15.49,1.58,0.00,96,197150,TO GO,,Credit Card,104.94,10.70,17.35,132.99,Cashier,Cashier
34236,Tofu Spring Roll,,,Appetizer,2026-08-23,18:54:35,Sunday,18,8/23/2026 6:54 PM,1,3.75,0.38,0.00,96,197150,TO GO,,Credit Card,104.94,10.70,17.35,132.99,Cashier,Cashier
34237,TOGO,,,TOGO,2026-08-23,18:54:35,Sunday,18,8/23/2026 6:54 PM,1,0.50,0.05,0.00,96,197150,TO GO,,Credit Card,104.94,10.70,17.35,132.99,Cashier,Cashier
34238,TOGO,,,TOGO,2026-08-23,18:54:35,Sunday,18,8/23/2026 6:54 PM,1,0.50,0.05,0.00,96,197150,TO GO,,Credit Card,104.94,10.70,17.35,132.99,Cashier,Cashier
34239,TOGO,,,TOGO,2026-08-23,18:54:35,Sunday,18,8/23/2026 6:54 PM,1,0.50,0.05,0.00,96,197150,TO GO,,Credit Card,104.94,10.70,17.35,132.99,Cashier,Cashier
34240,TOGO,,,TOGO,2026-08-23,18:54:35,Sunday,18,8/23/2026 6:54 PM,1,0.50,0.05,0.00,96,197150,TO GO,,Credit Card,104.94,10.70,17.35,132.99,Cashier,Cashier
34241,TOGO,,,TOGO,2026-08-23,18:54:35,Sunday,18,8/23/2026 6:54 PM,1,0.50,0.05,0.00,96,197150,TO GO,,Credit Card,104.94,10.70,17.35,132.99,Cashier,Cashier
34242,TOGO,,,TOGO,2026-08-23,18:54:35,Sunday,18,8/23/2026 6:54 PM,1,0.50,0.05,0.00,96,197150,TO GO,,Credit Card,104.94,10.70,17.35,132.99,Cashier,Cashier
34243,Gyoza,A2,,Appetizer,2026-08-23,18:55:14,Sunday,18,8/23/2026 6:55 PM,1,9.59,0.98,0.00,99,197151,TO GO,,Cash,9.59,0.98,0.00,10.57,Cashier,Cashier
34244,BBQ Pork Spring Roll,A7,,Appetizer,2026-08-23,19:02:15,Sunday,19,8/23/2026 7:02 PM,1,4.99,0.51,0.00,107,197152,TO GO,,Credit Card,23.73,2.42,0.00,26.15,Cashier,Cashier
34245,Fried Roll,28,,Appetizer,2026-08-23,19:02:15,Sunday,19,8/23/2026 7:02 PM,1,3.25,0.33,0.00,107,197152,TO GO,,Credit Card,23.73,2.42,0.00,26.15,Cashier,Cashier
34246,"Steak, Brisket, Flank, tendon & Tripe",17,Small,pho,2026-08-23,19:02:15,Sunday,19,8/23/2026 7:02 PM,1,14.99,1.53,0.00,107,197152,TO GO,,Credit Card,23.73,2.42,0.00,26.15,Cashier,Cashier
34247,TOGO,,,TOGO,2026-08-23,19:02:15,Sunday,19,8/23/2026 7:02 PM,1,0.50,0.05,0.00,107,197152,TO GO,,Credit Card,23.73,2.42,0.00,26.15,Cashier,Cashier
34248,BBQ Pork Spring Roll,A7,,Appetizer,2026-08-23,19:05:08,Sunday,19,8/23/2026 7:05 PM,1,4.99,0.51,0.00,115,197153,TO GO,,Credit Card,67.70,6.91,14.92,89.53,Cashier,Cashier
34249,NO MEAT PHO LARGE,,,pho,2026-08-23,19:05:08,Sunday,19,8/23/2026 7:05 PM,1,12.99,1.32,0.00,115,197153,TO GO,,Credit Card,67.70,6.91,14.92,89.53,Cashier,Cashier
34250,Steak & Brisket,02,Large,pho,2026-08-23,19:05:08,Sunday,19,8/23/2026 7:05 PM,1,15.99,1.63,0.00,115,197153,TO GO,,Credit Card,67.70,6.91,14.92,89.53,Cashier,Cashier
34251,Fried Roll &Gyoza,A3,,Appetizer,2026-08-23,19:05:08,Sunday,19,8/23/2026 7:05 PM,1,12.99,1.32,0.00,115,197153,TO GO,,Credit Card,67.70,6.91,14.92,89.53,Cashier,Cashier
34252,Chicken,18,Large,pho,2026-08-23,19:05:08,Sunday,19,8/23/2026 7:05 PM,1,15.99,1.63,0.00,115,197153,TO GO,,Credit Card,67.70,6.91,14.92,89.53,Cashier,Cashier
34253,Spring Roll,30,,Appetizer,2026-08-23,19:05:08,Sunday,19,8/23/2026 7:05 PM,1,3.25,0.33,0.00,115,197153,TO GO,,Credit Card,67.70,6.91,14.92,89.53,Cashier,Cashier
34254,TOGO,,,TOGO,2026-08-23,19:05:08,Sunday,19,8/23/2026 7:05 PM,1,0.50,0.05,0.00,115,197153,TO GO,,Credit Card,67.70,6.91,14.92,89.53,Cashier,Cashier
34255,TOGO,,,TOGO,2026-08-23,19:05:08,Sunday,19,8/23/2026 7:05 PM,1,0.50,0.05,0.00,115,197153,TO GO,,Credit Card,67.70,6.91,14.92,89.53,Cashier,Cashier
34256,TOGO,,,TOGO,2026-08-23,19:05:08,Sunday,19,8/23/2026 7:05 PM,1,0.50,0.05,0.00,115,197153,TO GO,,Credit Card,67.70,6.91,14.92,89.53,Cashier,Cashier
34257,Steak & Brisket,02,Large,pho,2026-08-23,19:10:08,Sunday,19,8/23/2026 7:10 PM,1,15.99,1.63,0.00,113,197154,TABLE,B3,Credit Card,50.92,5.19,10.10,66.21,Cashier,Cashier
34258,Watermelon,,+2 add-ins,Bubble Juice,2026-08-23,19:10:08,Sunday,19,8/23/2026 7:10 PM,1,7.97,0.81,0.00,113,197154,TABLE,B3,Credit Card,50.92,5.19,10.10,66.21,Cashier,Cashier
34259,Honeydew,,+1 add-in,Bubble Juice,2026-08-23,19:10:08,Sunday,19,8/23/2026 7:10 PM,1,6.98,0.71,0.00,113,197154,TABLE,B3,Credit Card,50.92,5.19,10.10,66.21,Cashier,Cashier
34260,"Steak, Brisket, Flank, tendon & Tripe",17,Small,pho,2026-08-23,19:10:08,Sunday,19,8/23/2026 7:10 PM,1,14.99,1.53,0.00,113,197154,TABLE,B3,Credit Card,50.92,5.19,10.10,66.21,Cashier,Cashier
34261,BBQ Pork Spring Roll,A7,,Appetizer,2026-08-23,19:10:08,Sunday,19,8/23/2026 7:10 PM,1,4.99,0.51,0.00,113,197154,TABLE,B3,Credit Card,50.92,5.19,10.10,66.21,Cashier,Cashier
34262,(6pcs),Crab Bow,,Appetizer,2026-08-23,19:26:43,Sunday,19,8/23/2026 7:26 PM,1,8.49,0.87,0.00,110,197155,TO GO,,Credit Card,29.97,3.06,4.95,37.98,Cashier,Cashier
34263,Lychee,,,Bubble Juice,2026-08-23,19:26:43,Sunday,19,8/23/2026 7:26 PM,1,5.99,0.61,0.00,110,197155,TO GO,,Credit Card,29.97,3.06,4.95,37.98,Cashier,Cashier
34264,Steak,01,Small,pho,2026-08-23,19:26:43,Sunday,19,8/23/2026 7:26 PM,1,14.99,1.53,0.00,110,197155,TO GO,,Credit Card,29.97,3.06,4.95,37.98,Cashier,Cashier
34265,TOGO,,,TOGO,2026-08-23,19:26:43,Sunday,19,8/23/2026 7:26 PM,1,0.50,0.05,0.00,110,197155,TO GO,,Credit Card,29.97,3.06,4.95,37.98,Cashier,Cashier
34266,Pork Fried Rice,F2,,Fried Rice,2026-08-23,19:27:45,Sunday,19,8/23/2026 7:27 PM,1,15.49,1.58,0.00,114,197156,TABLE,A3,Credit Card,15.49,1.58,3.41,20.48,Cashier,Cashier
34267,Chicken & Fried Tofu /Rice,47,,Rice Plates,2026-08-23,19:31:29,Sunday,19,8/23/2026 7:31 PM,1,16.49,1.68,0.00,109,197157,QUICK ORDER,,Credit Card,16.99,1.73,2.81,21.53,Cashier,Cashier
34268,TOGO,,,TOGO,2026-08-23,19:31:29,Sunday,19,8/23/2026 7:31 PM,1,0.50,0.05,0.00,109,197157,QUICK ORDER,,Credit Card,16.99,1.73,2.81,21.53,Cashier,Cashier
34269,Vegetable Fried Rice,F4,,Fried Rice,2026-08-23,19:35:49,Sunday,19,8/23/2026 7:35 PM,1,15.49,1.58,0.00,104,197158,TO GO,,Credit Card,32.98,3.36,6.54,42.88,Cashier,Cashier
34270,Chicken & Beef,G-5,,Grilled & Wok,2026-08-23,19:35:49,Sunday,19,8/23/2026 7:35 PM,1,16.49,1.68,0.00,104,197158,TO GO,,Credit Card,32.98,3.36,6.54,42.88,Cashier,Cashier
34271,TOGO,,,TOGO,2026-08-23,19:35:49,Sunday,19,8/23/2026 7:35 PM,1,0.50,0.05,0.00,104,197158,TO GO,,Credit Card,32.98,3.36,6.54,42.88,Cashier,Cashier
34272,TOGO,,,TOGO,2026-08-23,19:35:49,Sunday,19,8/23/2026 7:35 PM,1,0.50,0.05,0.00,104,197158,TO GO,,Credit Card,32.98,3.36,6.54,42.88,Cashier,Cashier
34273,Steak,01,Large,pho,2026-08-23,19:38:00,Sunday,19,8/23/2026 7:38 PM,1,15.99,1.63,0.00,103,197159,TO GO,,Credit Card,24.98,2.55,5.51,33.04,Cashier,Cashier
34274,(6pcs),Crab Bow,,Appetizer,2026-08-23,19:38:00,Sunday,19,8/23/2026 7:38 PM,1,8.49,0.87,0.00,103,197159,TO GO,,Credit Card,24.98,2.55,5.51,33.04,Cashier,Cashier
34275,TOGO,,,TOGO,2026-08-23,19:38:00,Sunday,19,8/23/2026 7:38 PM,1,0.50,0.05,0.00,103,197159,TO GO,,Credit Card,24.98,2.55,5.51,33.04,Cashier,Cashier
34276,Fried Roll,28,,Appetizer,2026-08-23,19:38:07,Sunday,19,8/23/2026 7:38 PM,1,3.25,0.33,0.00,112,197160,TABLE,B2,Cash,32.23,3.29,0.00,35.52,Cashier,Cashier
34277,Steak,01,Large,pho,2026-08-23,19:38:07,Sunday,19,8/23/2026 7:38 PM,1,15.99,1.63,0.00,112,197160,TABLE,B2,Cash,32.23,3.29,0.00,35.52,Cashier,Cashier
34278,Fried Roll &Gyoza,A3,,Appetizer,2026-08-23,19:38:07,Sunday,19,8/23/2026 7:38 PM,1,12.99,1.32,0.00,112,197160,TABLE,B2,Cash,32.23,3.29,0.00,35.52,Cashier,Cashier
34279,COCONUT Juice,,,Coffee & Drinks,2026-08-23,19:42:55,Sunday,19,8/23/2026 7:42 PM,1,4.19,0.43,0.00,108,197161,QUICK ORDER,,Cash,4.19,0.43,0.00,4.62,Cashier,Cashier
34280,Hot Tea,,,Coffee & Drinks,2026-08-23,19:48:51,Sunday,19,8/23/2026 7:48 PM,1,1.99,0.20,0.00,111,197162,TABLE,B1,Credit Card,1.99,0.20,0.33,2.52,Cashier,Cashier
34281, Thang Noodles,46,Large,pho,2026-08-23,19:50:20,Sunday,19,8/23/2026 7:50 PM,1,15.99,1.63,0.00,106,197163,TABLE,A4,Credit Card,20.98,2.14,5.78,28.90,Cashier,Cashier
34282,BBQ Pork Spring Roll,A7,,Appetizer,2026-08-23,19:50:20,Sunday,19,8/23/2026 7:50 PM,1,4.99,0.51,0.00,106,197163,TABLE,A4,Credit Card,20.98,2.14,5.78,28.90,Cashier,Cashier
34283,Spring Roll,30,,Appetizer,2026-08-23,19:55:25,Sunday,19,8/23/2026 7:55 PM,1,3.25,0.33,0.00,105,197164,TABLE,B3,Credit Card,3.25,0.33,0.72,4.30,Cashier,Cashier
34284,Brisket,20,Small,pho,2026-08-23,20:02:03,Sunday,20,8/23/2026 8:02 PM,1,14.99,1.53,0.00,118,197165,TO GO,,Credit Card,30.48,3.11,6.05,39.64,Cashier,Cashier
34285,"Steak, Brisket, Flank, tendon & Tripe",17,Small,pho,2026-08-23,20:02:03,Sunday,20,8/23/2026 8:02 PM,1,14.99,1.53,0.00,118,197165,TO GO,,Credit Card,30.48,3.11,6.05,39.64,Cashier,Cashier
34286,TOGO,,,TOGO,2026-08-23,20:02:03,Sunday,20,8/23/2026 8:02 PM,1,0.50,0.05,0.00,118,197165,TO GO,,Credit Card,30.48,3.11,6.05,39.64,Cashier,Cashier
34287,Combination Fried Rice,F5,,Fried Rice,2026-08-23,20:02:21,Sunday,20,8/23/2026 8:02 PM,1,16.49,1.68,0.00,116,197166,QUICK ORDER,,Credit Card,16.99,1.73,4.68,23.40,Cashier,Cashier
34288,TOGO,,,TOGO,2026-08-23,20:02:21,Sunday,20,8/23/2026 8:02 PM,1,0.50,0.05,0.00,116,197166,QUICK ORDER,,Credit Card,16.99,1.73,4.68,23.40,Cashier,Cashier
34289,Seafood,33,,pho,2026-08-23,20:08:50,Sunday,20,8/23/2026 8:08 PM,1,17.49,1.78,0.00,124,197167,TO GO,,Cash,17.49,1.78,5.00,24.27,Cashier,Cashier
34290,Brisket,20,Large,pho,2026-08-23,20:09:43,Sunday,20,8/23/2026 8:09 PM,1,15.99,1.63,0.00,120,197168,TABLE,A4,Cash,52.46,5.35,0.00,57.81,Cashier,Cashier
34291,Steak & Tendon,41,Small,pho,2026-08-23,20:09:43,Sunday,20,8/23/2026 8:09 PM,1,14.99,1.53,0.00,120,197168,TABLE,A4,Cash,52.46,5.35,0.00,57.81,Cashier,Cashier
34292,Iced Milk Coffee,74,,Coffee & Drinks,2026-08-23,20:09:43,Sunday,20,8/23/2026 8:09 PM,1,5.99,0.61,0.00,120,197168,TABLE,A4,Cash,52.46,5.35,0.00,57.81,Cashier,Cashier
34293,Chicken Fried Rice,F1,,Fried Rice,2026-08-23,20:09:43,Sunday,20,8/23/2026 8:09 PM,1,15.49,1.58,0.00,120,197168,TABLE,A4,Cash,52.46,5.35,0.00,57.81,Cashier,Cashier
34294,Chicken,18,Small,pho,2026-08-23,20:12:33,Sunday,20,8/23/2026 8:12 PM,1,14.99,1.53,0.00,117,197169,QUICK ORDER,,Cash,37.98,3.87,2.00,43.85,Cashier,Cashier
34295,Spring Roll,30,,Appetizer,2026-08-23,20:12:33,Sunday,20,8/23/2026 8:12 PM,1,3.25,0.33,0.00,117,197169,QUICK ORDER,,Cash,37.98,3.87,2.00,43.85,Cashier,Cashier
34296,Steak,01,Large,pho,2026-08-23,20:12:33,Sunday,20,8/23/2026 8:12 PM,1,15.99,1.63,0.00,117,197169,QUICK ORDER,,Cash,37.98,3.87,2.00,43.85,Cashier,Cashier
34297,Spring Roll,30,,Appetizer,2026-08-23,20:12:33,Sunday,20,8/23/2026 8:12 PM,1,3.25,0.33,0.00,117,197169,QUICK ORDER,,Cash,37.98,3.87,2.00,43.85,Cashier,Cashier
34298,TOGO,,,TOGO,2026-08-23,20:12:33,Sunday,20,8/23/2026 8:12 PM,1,0.50,0.05,0.00,117,197169,QUICK ORDER,,Cash,37.98,3.87,2.00,43.85,Cashier,Cashier
34299,Seafood,33,,pho,2026-08-23,20:24:48,Sunday,20,8/23/2026 8:24 PM,1,17.49,1.78,0.00,125,197170,TO GO,,Credit Card,17.99,1.83,3.57,23.39,Cashier,Cashier
34300,TOGO,,,TOGO,2026-08-23,20:24:48,Sunday,20,8/23/2026 8:24 PM,1,0.50,0.05,0.00,125,197170,TO GO,,Credit Card,17.99,1.83,3.57,23.39,Cashier,Cashier
34301,Kid's Meal,G-K,,Kid's Meal,2026-08-23,20:39:21,Sunday,20,8/23/2026 8:39 PM,1,10.99,1.12,0.00,121,197171,QUICK ORDER,,Credit Card,27.48,2.80,6.06,36.34,Cashier,Cashier
34302,"Brisket, Fatty, Flank & Tendon",45,Large,pho,2026-08-23,20:39:21,Sunday,20,8/23/2026 8:39 PM,1,15.99,1.63,0.00,121,197171,QUICK ORDER,,Credit Card,27.48,2.80,6.06,36.34,Cashier,Cashier
34303,TOGO,,,TOGO,2026-08-23,20:39:21,Sunday,20,8/23/2026 8:39 PM,1,0.50,0.05,0.00,121,197171,QUICK ORDER,,Credit Card,27.48,2.80,6.06,36.34,Cashier,Cashier
34304,"Steak, Brisket, Flank, tendon & Tripe",17,Small,pho,2026-08-23,20:45:31,Sunday,20,8/23/2026 8:45 PM,1,14.99,1.53,0.00,127,197172,QUICK ORDER,,Credit Card,46.97,4.79,7.76,59.52,Cashier,Cashier
34305,Steak & Brisket,02,Large,pho,2026-08-23,20:45:31,Sunday,20,8/23/2026 8:45 PM,1,15.99,1.63,0.00,127,197172,QUICK ORDER,,Credit Card,46.97,4.79,7.76,59.52,Cashier,Cashier
34306,Chicken Fried Rice,F1,,Fried Rice,2026-08-23,20:45:31,Sunday,20,8/23/2026 8:45 PM,1,15.49,1.58,0.00,127,197172,QUICK ORDER,,Credit Card,46.97,4.79,7.76,59.52,Cashier,Cashier
34307,TOGO,,,TOGO,2026-08-23,20:45:31,Sunday,20,8/23/2026 8:45 PM,1,0.50,0.05,0.00,127,197172,QUICK ORDER,,Credit Card,46.97,4.79,7.76,59.52,Cashier,Cashier
34308,Meat Balls,04,Large,pho,2026-08-23,20:46:10,Sunday,20,8/23/2026 8:46 PM,1,15.99,1.63,0.00,122,197173,TABLE,A3,Credit Card,19.24,1.96,0.00,21.20,Cashier,Cashier
34309,Fried Roll,28,,Appetizer,2026-08-23,20:46:10,Sunday,20,8/23/2026 8:46 PM,1,3.25,0.33,0.00,122,197173,TABLE,A3,Credit Card,19.24,1.96,0.00,21.20,Cashier,Cashier
34310,Steak & Brisket,02,Large,pho,2026-08-23,20:48:43,Sunday,20,8/23/2026 8:48 PM,1,15.99,1.63,0.00,123,197174,TABLE,A2,Credit Card,15.99,1.63,0.00,17.62,Cashier,Cashier
34311,Hot Tea,,,Coffee & Drinks,2026-08-23,20:50:50,Sunday,20,8/23/2026 8:50 PM,1,1.99,0.20,0.00,119,197175,QUICK ORDER,,Credit Card,1.99,0.20,0.33,2.52,Cashier,Cashier
34312,Vege & Tofu,06,Large,pho,2026-08-23,20:59:18,Sunday,20,8/23/2026 8:59 PM,1,15.99,1.63,0.00,126,197176,TABLE,C1,Credit Card,37.52,3.83,7.44,48.79,Cashier,Cashier
34313,Fried Roll,28,,Appetizer,2026-08-23,20:59:18,Sunday,20,8/23/2026 8:59 PM,1,3.25,0.33,0.00,126,197176,TABLE,C1,Credit Card,37.52,3.83,7.44,48.79,Cashier,Cashier
34314,Brisket,20,Small,pho,2026-08-23,20:59:18,Sunday,20,8/23/2026 8:59 PM,1,14.99,1.53,0.00,126,197176,TABLE,C1,Credit Card,37.52,3.83,7.44,48.79,Cashier,Cashier
34315,Pepsi,,,Coffee & Drinks,2026-08-23,20:59:18,Sunday,20,8/23/2026 8:59 PM,1,3.29,0.34,0.00,126,197176,TABLE,C1,Credit Card,37.52,3.83,7.44,48.79,Cashier,Cashier
34316,"Steak, Brisket, Flank, tendon & Tripe",17,Large,pho,2026-08-23,21:02:25,Sunday,21,8/23/2026 9:02 PM,1,15.99,1.63,0.00,155,197177,TABLE,B2,Credit Card,72.95,7.44,16.08,96.47,Cashier,Cashier
34317,Meat Balls,04,Small,pho,2026-08-23,21:02:25,Sunday,21,8/23/2026 9:02 PM,1,14.99,1.53,0.00,155,197177,TABLE,B2,Credit Card,72.95,7.44,16.08,96.47,Cashier,Cashier
34318,Brisket,20,Small,pho,2026-08-23,21:02:25,Sunday,21,8/23/2026 9:02 PM,1,14.99,1.53,0.00,155,197177,TABLE,B2,Credit Card,72.95,7.44,16.08,96.47,Cashier,Cashier
34319,Brisket,20,Large,pho,2026-08-23,21:02:25,Sunday,21,8/23/2026 9:02 PM,1,15.99,1.63,0.00,155,197177,TABLE,B2,Credit Card,72.95,7.44,16.08,96.47,Cashier,Cashier
34320,Kid's Meal,19,,Kid's Meal,2026-08-23,21:02:25,Sunday,21,8/23/2026 9:02 PM,1,10.99,1.12,0.00,155,197177,TABLE,B2,Credit Card,72.95,7.44,16.08,96.47,Cashier,Cashier
34321,Extra Soup (TOGO),,,Side Orders,2026-08-23,21:04:40,Sunday,21,8/23/2026 9:04 PM,1,6.50,0.66,0.00,138,197178,QUICK ORDER,,Credit Card,25.74,2.63,5.11,33.48,Cashier,Cashier
34322,Chicken,18,Large,pho,2026-08-23,21:04:40,Sunday,21,8/23/2026 9:04 PM,1,15.99,1.63,0.00,138,197178,QUICK ORDER,,Credit Card,25.74,2.63,5.11,33.48,Cashier,Cashier
34323,Fried Roll,28,,Appetizer,2026-08-23,21:04:40,Sunday,21,8/23/2026 9:04 PM,1,3.25,0.33,0.00,138,197178,QUICK ORDER,,Credit Card,25.74,2.63,5.11,33.48,Cashier,Cashier
34324,NO MEAT PHO LARGE,,,pho,2026-08-23,21:06:10,Sunday,21,8/23/2026 9:06 PM,1,12.99,1.32,0.00,133,197179,TO GO,,Credit Card,74.43,7.59,12.30,94.32,Cashier,Cashier
34325,BBQ Pork Spring Roll,A7,,Appetizer,2026-08-23,21:06:10,Sunday,21,8/23/2026 9:06 PM,1,4.99,0.51,0.00,133,197179,TO GO,,Credit Card,74.43,7.59,12.30,94.32,Cashier,Cashier
34326,Chicken,18,Large,pho,2026-08-23,21:06:10,Sunday,21,8/23/2026 9:06 PM,1,15.99,1.63,0.00,133,197179,TO GO,,Credit Card,74.43,7.59,12.30,94.32,Cashier,Cashier
34327,Shrimp Fried Rice,F3,,Fried Rice,2026-08-23,21:06:10,Sunday,21,8/23/2026 9:06 PM,1,15.49,1.58,0.00,133,197179,TO GO,,Credit Card,74.43,7.59,12.30,94.32,Cashier,Cashier
34328,Lychee,,+1 add-in,Bubble Juice,2026-08-23,21:06:10,Sunday,21,8/23/2026 9:06 PM,1,6.98,0.71,0.00,133,197179,TO GO,,Credit Card,74.43,7.59,12.30,94.32,Cashier,Cashier
34329,Chicken & Pork,G-6,,Grilled & Wok,2026-08-23,21:06:10,Sunday,21,8/23/2026 9:06 PM,1,16.49,1.68,0.00,133,197179,TO GO,,Credit Card,74.43,7.59,12.30,94.32,Cashier,Cashier
34330,TOGO,,,TOGO,2026-08-23,21:06:10,Sunday,21,8/23/2026 9:06 PM,1,0.50,0.05,0.00,133,197179,TO GO,,Credit Card,74.43,7.59,12.30,94.32,Cashier,Cashier
34331,TOGO,,,TOGO,2026-08-23,21:06:10,Sunday,21,8/23/2026 9:06 PM,1,0.50,0.05,0.00,133,197179,TO GO,,Credit Card,74.43,7.59,12.30,94.32,Cashier,Cashier
34332,TOGO,,,TOGO,2026-08-23,21:06:10,Sunday,21,8/23/2026 9:06 PM,1,0.50,0.05,0.00,133,197179,TO GO,,Credit Card,74.43,7.59,12.30,94.32,Cashier,Cashier
34333,Steak,01,Small,pho,2026-08-23,21:09:10,Sunday,21,8/23/2026 9:09 PM,1,14.99,1.53,0.00,154,197180,QUICK ORDER,,Credit Card,15.49,1.58,0.00,17.07,Cashier,Cashier
34334,TOGO,,,TOGO,2026-08-23,21:09:10,Sunday,21,8/23/2026 9:09 PM,1,0.50,0.05,0.00,154,197180,QUICK ORDER,,Credit Card,15.49,1.58,0.00,17.07,Cashier,Cashier
34335,Steak,01,Large,pho,2026-08-23,21:10:02,Sunday,21,8/23/2026 9:10 PM,1,15.99,1.63,0.00,148,197181,QUICK ORDER,,Credit Card,16.49,1.68,3.27,21.44,Cashier,Cashier
34336,TOGO,,,TOGO,2026-08-23,21:10:02,Sunday,21,8/23/2026 9:10 PM,1,0.50,0.05,0.00,148,197181,QUICK ORDER,,Credit Card,16.49,1.68,3.27,21.44,Cashier,Cashier
34337,Spring Roll,30,,Appetizer,2026-08-23,21:13:04,Sunday,21,8/23/2026 9:13 PM,1,3.25,0.33,0.00,132,197182,TO GO,,Credit Card,19.74,2.01,3.92,25.67,Cashier,Cashier
34338,Brisket & Flank,40,Large,pho,2026-08-23,21:13:04,Sunday,21,8/23/2026 9:13 PM,1,15.99,1.63,0.00,132,197182,TO GO,,Credit Card,19.74,2.01,3.92,25.67,Cashier,Cashier
34339,TOGO,,,TOGO,2026-08-23,21:13:04,Sunday,21,8/23/2026 9:13 PM,1,0.50,0.05,0.00,132,197182,TO GO,,Credit Card,19.74,2.01,3.92,25.67,Cashier,Cashier
34340,Brisket,20,Large,pho,2026-08-23,21:15:23,Sunday,21,8/23/2026 9:15 PM,1,15.99,1.63,0.00,144,197183,QUICK ORDER,,Credit Card,16.49,1.68,0.00,18.17,Cashier,Cashier
34341,TOGO,,,TOGO,2026-08-23,21:15:23,Sunday,21,8/23/2026 9:15 PM,1,0.50,0.05,0.00,144,197183,QUICK ORDER,,Credit Card,16.49,1.68,0.00,18.17,Cashier,Cashier
34342,"Brisket, Fatty, Flank & Tendon",45,Small,pho,2026-08-23,21:16:29,Sunday,21,8/23/2026 9:16 PM,1,14.99,1.53,0.00,143,197184,TO GO,,Credit Card,35.23,3.59,5.82,44.64,Cashier,Cashier
34343,Spring Roll,30,,Appetizer,2026-08-23,21:16:29,Sunday,21,8/23/2026 9:16 PM,1,3.25,0.33,0.00,143,197184,TO GO,,Credit Card,35.23,3.59,5.82,44.64,Cashier,Cashier
34344,Combination Fried Rice,F5,,Fried Rice,2026-08-23,21:16:29,Sunday,21,8/23/2026 9:16 PM,1,16.49,1.68,0.00,143,197184,TO GO,,Credit Card,35.23,3.59,5.82,44.64,Cashier,Cashier
34345,TOGO,,,TOGO,2026-08-23,21:16:29,Sunday,21,8/23/2026 9:16 PM,1,0.50,0.05,0.00,143,197184,TO GO,,Credit Card,35.23,3.59,5.82,44.64,Cashier,Cashier
34346,Brisket,20,Large,pho,2026-08-23,21:17:26,Sunday,21,8/23/2026 9:17 PM,1,15.99,1.63,0.00,131,197185,QUICK ORDER,,Cash,16.49,1.68,0.00,18.17,Cashier,Cashier
34347,TOGO,,,TOGO,2026-08-23,21:17:26,Sunday,21,8/23/2026 9:17 PM,1,0.50,0.05,0.00,131,197185,QUICK ORDER,,Cash,16.49,1.68,0.00,18.17,Cashier,Cashier
34348,Watermelon,,,Bubble Juice,2026-08-23,21:19:19,Sunday,21,8/23/2026 9:19 PM,1,5.99,0.61,0.00,135,197186,TO GO,,Credit Card,27.96,2.85,6.16,36.97,Cashier,Cashier
34349,Brisket & Meat,21,Small,pho,2026-08-23,21:19:19,Sunday,21,8/23/2026 9:19 PM,1,14.99,1.53,0.00,135,197186,TO GO,,Credit Card,27.96,2.85,6.16,36.97,Cashier,Cashier
34350,Strawberry,,+1 add-in,Bubble Juice,2026-08-23,21:19:19,Sunday,21,8/23/2026 9:19 PM,1,6.98,0.71,0.00,135,197186,TO GO,,Credit Card,27.96,2.85,6.16,36.97,Cashier,Cashier
34351,Chicken,18,Large,pho,2026-08-23,21:21:15,Sunday,21,8/23/2026 9:21 PM,1,15.99,1.63,0.00,146,197187,TO GO,,Cash,32.48,3.31,0.00,35.79,Cashier,Cashier
34352,Steak,01,Large,pho,2026-08-23,21:21:15,Sunday,21,8/23/2026 9:21 PM,1,15.99,1.63,0.00,146,197187,TO GO,,Cash,32.48,3.31,0.00,35.79,Cashier,Cashier
34353,TOGO,,,TOGO,2026-08-23,21:21:15,Sunday,21,8/23/2026 9:21 PM,1,0.50,0.05,0.00,146,197187,TO GO,,Cash,32.48,3.31,0.00,35.79,Cashier,Cashier
34354,(6pcs),Crab Bow,,Appetizer,2026-08-23,21:21:43,Sunday,21,8/23/2026 9:21 PM,1,8.49,0.87,0.00,156,197188,QUICK ORDER,,Credit Card,8.49,0.87,0.00,9.36,Cashier,Cashier
34355,Honeydew,,,Bubble Juice,2026-08-23,21:25:25,Sunday,21,8/23/2026 9:25 PM,1,5.99,0.61,0.00,147,197189,TABLE,A1,Credit Card,20.98,2.14,4.62,27.74,Cashier,Cashier
