Line ID,Item,Item Code,Size,Category,Date,Time,Day of Week,Hour,Order Date,Qty,Item Price,Item Tax,Discount,Order #,Invoice #,Order Type,Table #,Payment Type,Order Subtotal,Order Tax,Order Tips,Order Total,Order Employee,Payment Employee
1,Steak & Brisket,02,Small,pho,2026-06-03,10:17:05,Wednesday,10,6/03/2026 10:17 AM,1,14.99,1.53,0.00,1,185255,TABLE,A2,Credit Card,27.98,2.85,2.00,32.83,Cashier,Cashier
2,NO MEAT PHO LARGE,,,pho,2026-06-03,10:17:05,Wednesday,10,6/03/2026 10:17 AM,1,12.99,1.32,0.00,1,185255,TABLE,A2,Credit Card,27.98,2.85,2.00,32.83,Cashier,Cashier
3,Kid's Meal,19,,Kid's Meal,2026-06-03,10:19:52,Wednesday,10,6/03/2026 10:19 AM,1,10.99,1.12,0.00,2,185256,QUICK ORDER,,Credit Card,40.97,4.18,0.00,45.15,Cashier,Cashier
4,Brisket,20,Small,pho,2026-06-03,10:19:52,Wednesday,10,6/03/2026 10:19 AM,1,14.99,1.53,0.00,2,185256,QUICK ORDER,,Credit Card,40.97,4.18,0.00,45.15,Cashier,Cashier
5,Chicken,G-1,,Grilled & Wok,2026-06-03,10:19:52,Wednesday,10,6/03/2026 10:19 AM,1,14.49,1.48,0.00,2,185256,QUICK ORDER,,Credit Card,40.97,4.18,0.00,45.15,Cashier,Cashier
6,TOGO,,,TOGO,2026-06-03,10:19:52,Wednesday,10,6/03/2026 10:19 AM,1,0.50,0.05,0.00,2,185256,QUICK ORDER,,Credit Card,40.97,4.18,0.00,45.15,Cashier,Cashier
7,Chicken Fried Rice,F1,,Fried Rice,2026-06-03,10:58:28,Wednesday,10,6/03/2026 10:58 AM,1,15.49,1.58,0.00,3,185257,TABLE,C1,Credit Card,15.49,1.58,2.56,19.63,Cashier,Cashier
8,Spring Roll,30,,Appetizer,2026-06-03,11:15:26,Wednesday,11,6/03/2026 11:15 AM,1,3.25,0.33,0.00,8,185258,TABLE,A3,Cash,3.25,0.33,0.00,3.58,Cashier,Cashier
9,BBQ Pork Spring Roll,A7,,Appetizer,2026-06-03,11:20:29,Wednesday,11,6/03/2026 11:20 AM,1,4.99,0.51,0.00,7,185259,TO GO,,Credit Card,29.72,3.03,6.55,39.30,Cashier,Cashier
10,Spring Roll,30,,Appetizer,2026-06-03,11:20:29,Wednesday,11,6/03/2026 11:20 AM,1,3.25,0.33,0.00,7,185259,TO GO,,Credit Card,29.72,3.03,6.55,39.30,Cashier,Cashier
11,Coffee,,,Bubble Juice,2026-06-03,11:20:29,Wednesday,11,6/03/2026 11:20 AM,1,5.99,0.61,0.00,7,185259,TO GO,,Credit Card,29.72,3.03,6.55,39.30,Cashier,Cashier
12,Steak,01,Small,pho,2026-06-03,11:20:29,Wednesday,11,6/03/2026 11:20 AM,1,14.99,1.53,0.00,7,185259,TO GO,,Credit Card,29.72,3.03,6.55,39.30,Cashier,Cashier
13,TOGO,,,TOGO,2026-06-03,11:20:29,Wednesday,11,6/03/2026 11:20 AM,1,0.50,0.05,0.00,7,185259,TO GO,,Credit Card,29.72,3.03,6.55,39.30,Cashier,Cashier
14,Chicken,18,Large,pho,2026-06-03,11:28:11,Wednesday,11,6/03/2026 11:28 AM,1,15.99,1.63,0.00,10,185260,TO GO,,Credit Card,15.99,1.63,2.64,20.26,Cashier,Cashier
15,Spring Roll,30,,Appetizer,2026-06-03,11:29:49,Wednesday,11,6/03/2026 11:29 AM,1,3.25,0.33,0.00,5,185261,TABLE,C4,Credit Card,22.52,2.30,3.72,28.54,Cashier,Cashier
16,Sweet Beef,B6,,French Bread,2026-06-03,11:29:49,Wednesday,11,6/03/2026 11:29 AM,1,9.99,1.02,0.00,5,185261,TABLE,C4,Credit Card,22.52,2.30,3.72,28.54,Cashier,Cashier
17,Dr Pepper,,,Coffee & Drinks,2026-06-03,11:29:49,Wednesday,11,6/03/2026 11:29 AM,1,3.29,0.34,0.00,5,185261,TABLE,C4,Credit Card,22.52,2.30,3.72,28.54,Cashier,Cashier
18,Thai Tea,75,,Coffee & Drinks,2026-06-03,11:29:49,Wednesday,11,6/03/2026 11:29 AM,1,5.99,0.61,0.00,5,185261,TABLE,C4,Credit Card,22.52,2.30,3.72,28.54,Cashier,Cashier
19,Seafood,33,,pho,2026-06-03,11:42:48,Wednesday,11,6/03/2026 11:42 AM,1,17.49,1.78,0.00,11,185262,TO GO,,Cash,32.48,3.31,0.00,35.79,Cashier,Cashier
20,Brisket,20,Small,pho,2026-06-03,11:42:48,Wednesday,11,6/03/2026 11:42 AM,1,14.99,1.53,0.00,11,185262,TO GO,,Cash,32.48,3.31,0.00,35.79,Cashier,Cashier
21,Chicken Fried Rice,F1,,Fried Rice,2026-06-03,11:48:38,Wednesday,11,6/03/2026 11:48 AM,1,15.49,1.58,0.00,4,185263,TABLE,C4,Credit Card,60.21,6.14,1.00,67.35,Cashier,Cashier
22,Spring Roll,30,,Appetizer,2026-06-03,11:48:38,Wednesday,11,6/03/2026 11:48 AM,1,3.25,0.33,0.00,4,185263,TABLE,C4,Credit Card,60.21,6.14,1.00,67.35,Cashier,Cashier
23,Chicken,G-1,,Grilled & Wok,2026-06-03,11:48:38,Wednesday,11,6/03/2026 11:48 AM,1,14.49,1.48,0.00,4,185263,TABLE,C4,Credit Card,60.21,6.14,1.00,67.35,Cashier,Cashier
24,Chicken,18,Large,pho,2026-06-03,11:48:38,Wednesday,11,6/03/2026 11:48 AM,1,15.99,1.63,0.00,4,185263,TABLE,C4,Credit Card,60.21,6.14,1.00,67.35,Cashier,Cashier
25,Kid's Meal,G-K,,Kid's Meal,2026-06-03,11:48:38,Wednesday,11,6/03/2026 11:48 AM,1,10.99,1.12,0.00,4,185263,TABLE,C4,Credit Card,60.21,6.14,1.00,67.35,Cashier,Cashier
26,Sweet Beef,B6,,French Bread,2026-06-03,11:51:59,Wednesday,11,6/03/2026 11:51 AM,1,9.99,1.02,0.00,6,185264,QUICK ORDER,,Credit Card,24.98,2.55,5.51,33.04,Cashier,Cashier
27,Chicken,G-1,,Grilled & Wok,2026-06-03,11:51:59,Wednesday,11,6/03/2026 11:51 AM,1,14.49,1.48,0.00,6,185264,QUICK ORDER,,Credit Card,24.98,2.55,5.51,33.04,Cashier,Cashier
28,TOGO,,,TOGO,2026-06-03,11:51:59,Wednesday,11,6/03/2026 11:51 AM,1,0.50,0.05,0.00,6,185264,QUICK ORDER,,Credit Card,24.98,2.55,5.51,33.04,Cashier,Cashier
29,"Steak, Brisket, Flank, tendon & Tripe",17,Small,pho,2026-06-03,11:56:06,Wednesday,11,6/03/2026 11:56 AM,1,14.99,1.53,0.00,9,185265,TABLE,B2,Credit Card,36.97,3.77,0.00,40.74,Cashier,Cashier
30,Thai Tea,75,,Coffee & Drinks,2026-06-03,11:56:06,Wednesday,11,6/03/2026 11:56 AM,1,5.99,0.61,0.00,9,185265,TABLE,B2,Credit Card,36.97,3.77,0.00,40.74,Cashier,Cashier
31,Prawn & Pork,25,,Noodle Salad|Bowl,2026-06-03,11:56:06,Wednesday,11,6/03/2026 11:56 AM,1,15.99,1.63,0.00,9,185265,TABLE,B2,Credit Card,36.97,3.77,0.00,40.74,Cashier,Cashier
32,Brisket,20,Large,pho,2026-06-03,12:03:12,Wednesday,12,6/03/2026 12:03 PM,1,15.99,1.63,0.00,12,185266,TABLE,A2,Credit Card,15.99,1.63,3.52,21.14,Cashier,Cashier
33,Spring Roll,30,,Appetizer,2026-06-03,12:05:41,Wednesday,12,6/03/2026 12:05 PM,1,3.25,0.33,0.00,18,185267,TO GO,,Cash,17.74,1.81,0.00,19.55,Cashier,Cashier
34,Chicken,G-1,,Grilled & Wok,2026-06-03,12:05:41,Wednesday,12,6/03/2026 12:05 PM,1,14.49,1.48,0.00,18,185267,TO GO,,Cash,17.74,1.81,0.00,19.55,Cashier,Cashier
35,Steak & Tripe,07,Large,pho,2026-06-03,12:10:09,Wednesday,12,6/03/2026 12:10 PM,1,15.99,1.63,0.00,23,185268,TABLE,C1,Cash,35.23,3.59,0.00,38.82,Cashier,Cashier
36,Steak & Brisket,02,Large,pho,2026-06-03,12:10:09,Wednesday,12,6/03/2026 12:10 PM,1,15.99,1.63,0.00,23,185268,TABLE,C1,Cash,35.23,3.59,0.00,38.82,Cashier,Cashier
37,Fried Roll,28,,Appetizer,2026-06-03,12:10:09,Wednesday,12,6/03/2026 12:10 PM,1,3.25,0.33,0.00,23,185268,TABLE,C1,Cash,35.23,3.59,0.00,38.82,Cashier,Cashier
38,Extra Soup (TOGO),,,Side Orders,2026-06-03,12:16:02,Wednesday,12,6/03/2026 12:16 PM,1,6.50,0.66,0.00,15,185269,TABLE,A4,Credit Card,9.75,0.99,1.93,12.67,Cashier,Cashier
39,Spring Roll,30,,Appetizer,2026-06-03,12:16:02,Wednesday,12,6/03/2026 12:16 PM,1,3.25,0.33,0.00,15,185269,TABLE,A4,Credit Card,9.75,0.99,1.93,12.67,Cashier,Cashier
40,Steak & Tendon,41,Large,pho,2026-06-03,12:19:08,Wednesday,12,6/03/2026 12:19 PM,1,15.99,1.63,0.00,24,185270,TABLE,A4,Credit Card,15.99,1.63,0.00,17.62,Cashier,Cashier
41,Sweet Beef,B6,,French Bread,2026-06-03,12:26:03,Wednesday,12,6/03/2026 12:26 PM,1,9.99,1.02,0.00,19,185271,TABLE,A5,Credit Card,13.24,1.35,2.63,17.22,Cashier,Cashier
42,Spring Roll,30,,Appetizer,2026-06-03,12:26:03,Wednesday,12,6/03/2026 12:26 PM,1,3.25,0.33,0.00,19,185271,TABLE,A5,Credit Card,13.24,1.35,2.63,17.22,Cashier,Cashier
43,Vege & Tofu,06,Large,pho,2026-06-03,12:26:43,Wednesday,12,6/03/2026 12:26 PM,1,15.99,1.63,0.00,16,185272,TABLE,B1,Credit Card,15.99,1.63,3.17,20.79,Cashier,Cashier
44,BBQ Pork Spring Roll,A7,,Appetizer,2026-06-03,12:35:30,Wednesday,12,6/03/2026 12:35 PM,1,4.99,0.51,0.00,17,185273,TABLE,B3,Cash,4.99,0.51,0.00,5.50,Cashier,Cashier
45,BBQ Combo,B4,,French Bread,2026-06-03,12:36:56,Wednesday,12,6/03/2026 12:36 PM,1,9.49,0.97,0.00,21,185274,TO GO,,Credit Card,66.96,6.83,14.76,88.55,Cashier,Cashier
46,Steak & Brisket,02,Large,pho,2026-06-03,12:36:56,Wednesday,12,6/03/2026 12:36 PM,1,15.99,1.63,0.00,21,185274,TO GO,,Credit Card,66.96,6.83,14.76,88.55,Cashier,Cashier
47,Spring Roll,30,,Appetizer,2026-06-03,12:36:56,Wednesday,12,6/03/2026 12:36 PM,1,3.25,0.33,0.00,21,185274,TO GO,,Credit Card,66.96,6.83,14.76,88.55,Cashier,Cashier
48,Steak & Brisket,02,Large,pho,2026-06-03,12:36:56,Wednesday,12,6/03/2026 12:36 PM,1,15.99,1.63,0.00,21,185274,TO GO,,Credit Card,66.96,6.83,14.76,88.55,Cashier,Cashier
49,Seafood,33,,pho,2026-06-03,12:36:56,Wednesday,12,6/03/2026 12:36 PM,1,17.49,1.78,0.00,21,185274,TO GO,,Credit Card,66.96,6.83,14.76,88.55,Cashier,Cashier
50,Spring Roll,30,,Appetizer,2026-06-03,12:36:56,Wednesday,12,6/03/2026 12:36 PM,1,3.25,0.33,0.00,21,185274,TO GO,,Credit Card,66.96,6.83,14.76,88.55,Cashier,Cashier
51,TOGO,,,TOGO,2026-06-03,12:36:56,Wednesday,12,6/03/2026 12:36 PM,1,0.50,0.05,0.00,21,185274,TO GO,,Credit Card,66.96,6.83,14.76,88.55,Cashier,Cashier
52,TOGO,,,TOGO,2026-06-03,12:36:56,Wednesday,12,6/03/2026 12:36 PM,1,0.50,0.05,0.00,21,185274,TO GO,,Credit Card,66.96,6.83,14.76,88.55,Cashier,Cashier
53,TOGO,,,TOGO,2026-06-03,12:36:56,Wednesday,12,6/03/2026 12:36 PM,1,0.50,0.05,0.00,21,185274,TO GO,,Credit Card,66.96,6.83,14.76,88.55,Cashier,Cashier
54,Diet Pepsi,,,Coffee & Drinks,2026-06-03,12:38:45,Wednesday,12,6/03/2026 12:38 PM,1,3.29,0.34,0.00,14,185275,QUICK ORDER,,Credit Card,31.26,3.19,0.00,34.45,Cashier,Cashier
55,Grilled Chicken,31,,Noodle Salad|Bowl,2026-06-03,12:38:45,Wednesday,12,6/03/2026 12:38 PM,1,15.99,1.63,0.00,14,185275,QUICK ORDER,,Credit Card,31.26,3.19,0.00,34.45,Cashier,Cashier
56,(6pcs),Crab Bow,,Appetizer,2026-06-03,12:38:45,Wednesday,12,6/03/2026 12:38 PM,1,8.49,0.87,0.00,14,185275,QUICK ORDER,,Credit Card,31.26,3.19,0.00,34.45,Cashier,Cashier
57,Rice,Extra,,Side Orders,2026-06-03,12:38:45,Wednesday,12,6/03/2026 12:38 PM,1,2.99,0.30,0.00,14,185275,QUICK ORDER,,Credit Card,31.26,3.19,0.00,34.45,Cashier,Cashier
58,TOGO,,,TOGO,2026-06-03,12:38:45,Wednesday,12,6/03/2026 12:38 PM,1,0.50,0.05,0.00,14,185275,QUICK ORDER,,Credit Card,31.26,3.19,0.00,34.45,Cashier,Cashier
59,Chicken Fried Rice,F1,,Fried Rice,2026-06-03,12:39:25,Wednesday,12,6/03/2026 12:39 PM,1,15.49,1.58,0.00,26,185276,TABLE,A4,Credit Card,49.47,5.05,9.81,64.33,Cashier,Cashier
60,"Steak, Brisket, Flank, tendon & Tripe",17,Small,pho,2026-06-03,12:39:25,Wednesday,12,6/03/2026 12:39 PM,1,14.99,1.53,0.00,26,185276,TABLE,A4,Credit Card,49.47,5.05,9.81,64.33,Cashier,Cashier
61,Pork Chop & Egg Fry,22,,Rice Plates,2026-06-03,12:39:25,Wednesday,12,6/03/2026 12:39 PM,1,18.99,1.94,0.00,26,185276,TABLE,A4,Credit Card,49.47,5.05,9.81,64.33,Cashier,Cashier
62,Steak,01,Small,pho,2026-06-03,12:41:12,Wednesday,12,6/03/2026 12:41 PM,1,14.99,1.53,0.00,20,185277,TABLE,B1,Credit Card,19.18,1.96,3.17,24.31,Cashier,Cashier
63,COCONUT Juice,,,Coffee & Drinks,2026-06-03,12:41:12,Wednesday,12,6/03/2026 12:41 PM,1,4.19,0.43,0.00,20,185277,TABLE,B1,Credit Card,19.18,1.96,3.17,24.31,Cashier,Cashier
64,Tofu Bread,B5,,French Bread,2026-06-03,12:41:51,Wednesday,12,6/03/2026 12:41 PM,1,8.99,0.92,0.00,22,185278,TABLE,A3,Credit Card,8.99,0.92,0.00,9.91,Cashier,Cashier
65,"Steak, Brisket, Flank, tendon & Tripe",17,Large,pho,2026-06-03,12:55:11,Wednesday,12,6/03/2026 12:55 PM,1,15.99,1.63,0.00,13,185279,TABLE,C1,Credit Card,15.99,1.63,2.64,20.26,Cashier,Cashier
66,Fried Roll,28,,Appetizer,2026-06-03,12:59:40,Wednesday,12,6/03/2026 12:59 PM,1,3.25,0.33,0.00,25,185280,TABLE,C2,Credit Card,54.71,5.58,10.85,71.14,Cashier,Cashier
67,Steak & Brisket,02,Large,pho,2026-06-03,12:59:40,Wednesday,12,6/03/2026 12:59 PM,1,15.99,1.63,0.00,25,185280,TABLE,C2,Credit Card,54.71,5.58,10.85,71.14,Cashier,Cashier
68,Brisket,20,Large,pho,2026-06-03,12:59:40,Wednesday,12,6/03/2026 12:59 PM,1,15.99,1.63,0.00,25,185280,TABLE,C2,Credit Card,54.71,5.58,10.85,71.14,Cashier,Cashier
69,Hot Tea,,,Coffee & Drinks,2026-06-03,12:59:40,Wednesday,12,6/03/2026 12:59 PM,1,1.99,0.20,0.00,25,185280,TABLE,C2,Credit Card,54.71,5.58,10.85,71.14,Cashier,Cashier
70,Seafood,33,,pho,2026-06-03,12:59:40,Wednesday,12,6/03/2026 12:59 PM,1,17.49,1.78,0.00,25,185280,TABLE,C2,Credit Card,54.71,5.58,10.85,71.14,Cashier,Cashier
71,Steak,01,Small,pho,2026-06-03,13:02:02,Wednesday,13,6/03/2026 1:02 PM,1,14.99,1.53,0.00,32,185281,TO GO,,Credit Card,15.49,1.58,0.00,17.07,Cashier,Cashier
72,TOGO,,,TOGO,2026-06-03,13:02:02,Wednesday,13,6/03/2026 1:02 PM,1,0.50,0.05,0.00,32,185281,TO GO,,Credit Card,15.49,1.58,0.00,17.07,Cashier,Cashier
73,Spring Roll,30,,Appetizer,2026-06-03,13:06:04,Wednesday,13,6/03/2026 1:06 PM,1,3.25,0.33,0.00,31,185282,TO GO,,Cash,3.25,0.33,0.00,3.58,Cashier,Cashier
74,Fried Roll,28,,Appetizer,2026-06-03,13:28:32,Wednesday,13,6/03/2026 1:28 PM,1,3.25,0.33,0.00,29,185283,TO GO,,Credit Card,23.23,2.37,0.00,25.60,Cashier,Cashier
75,Steak & Tripe,07,Small,pho,2026-06-03,13:28:32,Wednesday,13,6/03/2026 1:28 PM,1,14.99,1.53,0.00,29,185283,TO GO,,Credit Card,23.23,2.37,0.00,25.60,Cashier,Cashier
76,BBQ Pork Spring Roll,A7,,Appetizer,2026-06-03,13:28:32,Wednesday,13,6/03/2026 1:28 PM,1,4.99,0.51,0.00,29,185283,TO GO,,Credit Card,23.23,2.37,0.00,25.60,Cashier,Cashier
77,Steak,01,Small,pho,2026-06-03,13:32:57,Wednesday,13,6/03/2026 1:32 PM,1,14.99,1.53,0.00,33,185284,QUICK ORDER,,Credit Card,32.48,3.31,3.00,38.79,Cashier,Cashier
78,Chicken & Beef,G-5,,Grilled & Wok,2026-06-03,13:32:57,Wednesday,13,6/03/2026 1:32 PM,1,16.49,1.68,0.00,33,185284,QUICK ORDER,,Credit Card,32.48,3.31,3.00,38.79,Cashier,Cashier
79,TOGO,,,TOGO,2026-06-03,13:32:57,Wednesday,13,6/03/2026 1:32 PM,1,0.50,0.05,0.00,33,185284,QUICK ORDER,,Credit Card,32.48,3.31,3.00,38.79,Cashier,Cashier
80,TOGO,,,TOGO,2026-06-03,13:32:57,Wednesday,13,6/03/2026 1:32 PM,1,0.50,0.05,0.00,33,185284,QUICK ORDER,,Credit Card,32.48,3.31,3.00,38.79,Cashier,Cashier
81,Steak,01,Large,pho,2026-06-03,13:40:49,Wednesday,13,6/03/2026 1:40 PM,1,15.99,1.63,0.00,28,185285,TO GO,,Credit Card,16.49,1.68,2.73,20.90,Cashier,Cashier
82,TOGO,,,TOGO,2026-06-03,13:40:49,Wednesday,13,6/03/2026 1:40 PM,1,0.50,0.05,0.00,28,185285,TO GO,,Credit Card,16.49,1.68,2.73,20.90,Cashier,Cashier
83,Shrimp (4pcs),Extra,,Side Orders,2026-06-03,13:48:39,Wednesday,13,6/03/2026 1:48 PM,1,3.99,0.41,0.00,30,185286,TO GO,,Credit Card,23.97,2.44,4.75,31.16,Cashier,Cashier
84,Chicken & Fried Tofu /Rice,47,,Rice Plates,2026-06-03,13:48:39,Wednesday,13,6/03/2026 1:48 PM,1,16.49,1.68,0.00,30,185286,TO GO,,Credit Card,23.97,2.44,4.75,31.16,Cashier,Cashier
85,Rice,Extra,,Side Orders,2026-06-03,13:48:39,Wednesday,13,6/03/2026 1:48 PM,1,2.99,0.30,0.00,30,185286,TO GO,,Credit Card,23.97,2.44,4.75,31.16,Cashier,Cashier
86,TOGO,,,TOGO,2026-06-03,13:48:39,Wednesday,13,6/03/2026 1:48 PM,1,0.50,0.05,0.00,30,185286,TO GO,,Credit Card,23.97,2.44,4.75,31.16,Cashier,Cashier
87,Sweet Beef,B6,,French Bread,2026-06-03,13:48:43,Wednesday,13,6/03/2026 1:48 PM,1,9.99,1.02,0.00,27,185287,TO GO,,Cash,9.99,1.02,0.00,11.01,Cashier,Cashier
88,Steak & Tendon,41,Large,pho,2026-06-03,14:03:18,Wednesday,14,6/03/2026 2:03 PM,1,15.99,1.63,0.00,39,185288,TABLE,C4,Credit Card,31.98,3.26,5.29,40.53,Cashier,Cashier
89,"Steak, Brisket, Flank, tendon & Tripe",17,Large,pho,2026-06-03,14:03:18,Wednesday,14,6/03/2026 2:03 PM,1,15.99,1.63,0.00,39,185288,TABLE,C4,Credit Card,31.98,3.26,5.29,40.53,Cashier,Cashier
90,Steak & Brisket,02,Large,pho,2026-06-03,14:20:46,Wednesday,14,6/03/2026 2:20 PM,1,15.99,1.63,0.00,40,185289,QUICK ORDER,,Cash,31.98,3.26,0.00,35.24,Cashier,Cashier
91,Grilled Tofu,G-9,,Grilled & Wok,2026-06-03,14:20:46,Wednesday,14,6/03/2026 2:20 PM,1,15.49,1.58,0.00,40,185289,QUICK ORDER,,Cash,31.98,3.26,0.00,35.24,Cashier,Cashier
92,TOGO,,,TOGO,2026-06-03,14:20:46,Wednesday,14,6/03/2026 2:20 PM,1,0.50,0.05,0.00,40,185289,QUICK ORDER,,Cash,31.98,3.26,0.00,35.24,Cashier,Cashier
93,Steak & Brisket,02,Small,pho,2026-06-03,14:33:03,Wednesday,14,6/03/2026 2:33 PM,1,14.99,1.53,0.00,36,185290,QUICK ORDER,,Credit Card,15.49,1.58,2.56,19.63,Cashier,Cashier
94,TOGO,,,TOGO,2026-06-03,14:33:03,Wednesday,14,6/03/2026 2:33 PM,1,0.50,0.05,0.00,36,185290,QUICK ORDER,,Credit Card,15.49,1.58,2.56,19.63,Cashier,Cashier
95,NO MEAT PHO LARGE,,,pho,2026-06-03,14:34:40,Wednesday,14,6/03/2026 2:34 PM,1,12.99,1.32,0.00,37,185291,TO GO,,Credit Card,59.21,6.04,13.05,78.30,Cashier,Cashier
96,Kid's Meal,G-K,,Kid's Meal,2026-06-03,14:34:40,Wednesday,14,6/03/2026 2:34 PM,1,10.99,1.12,0.00,37,185291,TO GO,,Credit Card,59.21,6.04,13.05,78.30,Cashier,Cashier
97,Spring Roll,30,,Appetizer,2026-06-03,14:34:40,Wednesday,14,6/03/2026 2:34 PM,1,3.25,0.33,0.00,37,185291,TO GO,,Credit Card,59.21,6.04,13.05,78.30,Cashier,Cashier
98,Steak & Brisket,02,Small,pho,2026-06-03,14:34:40,Wednesday,14,6/03/2026 2:34 PM,1,14.99,1.53,0.00,37,185291,TO GO,,Credit Card,59.21,6.04,13.05,78.30,Cashier,Cashier
99,Steak & Tendon,41,Large,pho,2026-06-03,14:34:40,Wednesday,14,6/03/2026 2:34 PM,1,15.99,1.63,0.00,37,185291,TO GO,,Credit Card,59.21,6.04,13.05,78.30,Cashier,Cashier
100,TOGO,,,TOGO,2026-06-03,14:34:40,Wednesday,14,6/03/2026 2:34 PM,1,0.50,0.05,0.00,37,185291,TO GO,,Credit Card,59.21,6.04,13.05,78.30,Cashier,Cashier
101,TOGO,,,TOGO,2026-06-03,14:34:40,Wednesday,14,6/03/2026 2:34 PM,1,0.50,0.05,0.00,37,185291,TO GO,,Credit Card,59.21,6.04,13.05,78.30,Cashier,Cashier
102,Seafood,33,,pho,2026-06-03,14:36:09,Wednesday,14,6/03/2026 2:36 PM,1,17.49,1.78,0.00,38,185292,TABLE,B1,Credit Card,32.48,3.31,7.16,42.95,Cashier,Cashier
103,Vege & Tofu,06,Small,pho,2026-06-03,14:36:09,Wednesday,14,6/03/2026 2:36 PM,1,14.99,1.53,0.00,38,185292,TABLE,B1,Credit Card,32.48,3.31,7.16,42.95,Cashier,Cashier
104,Spring Roll,30,,Appetizer,2026-06-03,14:39:32,Wednesday,14,6/03/2026 2:39 PM,1,3.25,0.33,0.00,34,185293,TO GO,,Credit Card,64.71,6.60,10.70,82.01,Cashier,Cashier
105,Steak,01,Large,pho,2026-06-03,14:39:32,Wednesday,14,6/03/2026 2:39 PM,1,15.99,1.63,0.00,34,185293,TO GO,,Credit Card,64.71,6.60,10.70,82.01,Cashier,Cashier
106,Steak,01,Small,pho,2026-06-03,14:39:32,Wednesday,14,6/03/2026 2:39 PM,1,14.99,1.53,0.00,34,185293,TO GO,,Credit Card,64.71,6.60,10.70,82.01,Cashier,Cashier
107,Chicken,G-1,,Grilled & Wok,2026-06-03,14:39:32,Wednesday,14,6/03/2026 2:39 PM,1,14.49,1.48,0.00,34,185293,TO GO,,Credit Card,64.71,6.60,10.70,82.01,Cashier,Cashier
108,Chicken,G-1,,Grilled & Wok,2026-06-03,14:39:32,Wednesday,14,6/03/2026 2:39 PM,1,14.49,1.48,0.00,34,185293,TO GO,,Credit Card,64.71,6.60,10.70,82.01,Cashier,Cashier
109,TOGO,,,TOGO,2026-06-03,14:39:32,Wednesday,14,6/03/2026 2:39 PM,1,0.50,0.05,0.00,34,185293,TO GO,,Credit Card,64.71,6.60,10.70,82.01,Cashier,Cashier
110,TOGO,,,TOGO,2026-06-03,14:39:32,Wednesday,14,6/03/2026 2:39 PM,1,0.50,0.05,0.00,34,185293,TO GO,,Credit Card,64.71,6.60,10.70,82.01,Cashier,Cashier
111,TOGO,,,TOGO,2026-06-03,14:39:32,Wednesday,14,6/03/2026 2:39 PM,1,0.50,0.05,0.00,34,185293,TO GO,,Credit Card,64.71,6.60,10.70,82.01,Cashier,Cashier
112,Steak & Meat Balls,03,Large,pho,2026-06-03,14:59:17,Wednesday,14,6/03/2026 2:59 PM,1,15.99,1.63,0.00,35,185294,TABLE,C3,Credit Card,15.99,1.63,4.41,22.03,Cashier,Cashier
113,BBQ Pork Spring Roll,A7,,Appetizer,2026-06-03,15:00:39,Wednesday,15,6/03/2026 3:00 PM,1,4.99,0.51,0.00,45,185295,TABLE,A2,Credit Card,4.99,0.51,3.00,8.50,Cashier,Cashier
114,Steak,01,Large,pho,2026-06-03,15:02:03,Wednesday,15,6/03/2026 3:02 PM,1,15.99,1.63,0.00,44,185296,TABLE,A1,Credit Card,31.98,3.26,5.29,40.53,Cashier,Cashier
115,Steak,01,Large,pho,2026-06-03,15:02:03,Wednesday,15,6/03/2026 3:02 PM,1,15.99,1.63,0.00,44,185296,TABLE,A1,Credit Card,31.98,3.26,5.29,40.53,Cashier,Cashier
116,Grilled Chicken,31,,Noodle Salad|Bowl,2026-06-03,15:28:06,Wednesday,15,6/03/2026 3:28 PM,1,15.99,1.63,0.00,43,185297,TABLE,A3,Cash,15.99,1.63,0.00,17.62,Cashier,Cashier
117,Brisket,20,Small,pho,2026-06-03,15:28:06,Wednesday,15,6/03/2026 3:28 PM,1,14.99,1.53,0.00,43,185298,TABLE,A3,Credit Card,14.99,1.53,3.30,19.82,Cashier,Cashier
118,Chicken Fried Rice,F1,,Fried Rice,2026-06-03,15:28:06,Wednesday,15,6/03/2026 3:28 PM,1,15.49,1.58,0.00,43,185299,TABLE,A3,Credit Card,15.49,1.58,0.00,17.07,Cashier,Cashier
119,Steak & Tendon,41,Large,pho,2026-06-03,15:28:06,Wednesday,15,6/03/2026 3:28 PM,1,15.99,1.63,0.00,43,185300,TABLE,A3,Credit Card,15.99,1.63,4.41,22.03,Cashier,Cashier
120,Steak & Brisket,02,Large,pho,2026-06-03,15:28:06,Wednesday,15,6/03/2026 3:28 PM,1,15.99,1.63,0.00,43,185301,TABLE,A3,Credit Card,15.99,1.63,3.17,20.79,Cashier,Cashier
121,Spring Roll,30,,Appetizer,2026-06-03,15:28:06,Wednesday,15,6/03/2026 3:28 PM,1,3.25,0.33,0.00,43,185302,TABLE,A3,Credit Card,3.25,0.33,0.64,4.22,Cashier,Cashier
122,Steak & Brisket,02,Large,pho,2026-06-03,15:33:22,Wednesday,15,6/03/2026 3:33 PM,1,15.99,1.63,0.00,41,185303,TABLE,A2,Credit Card,15.99,1.63,2.64,20.26,Cashier,Cashier
123,Prawn & Pork,25,,Noodle Salad|Bowl,2026-06-03,15:39:53,Wednesday,15,6/03/2026 3:39 PM,1,15.99,1.63,0.00,42,185304,TABLE,B1,Credit Card,19.28,1.97,0.00,21.25,Cashier,Cashier
